47.62326, -122.34612, 15, 0, 0, 50f, 3.17f
47.57908, -122.18891, 25, 0, 0, 50f, 3.17f
47.5791, -122.1887, 23, 0, 0, 50f, 3.17f
47.57915, -122.1881, 6, 0, 0, 50f, 3.17f
47.57917, -122.18786, 28, 0, 0, 50f, 3.17f
47.57919, -122.1876, 24, 0, 0, 50f, 3.17f
47.57938, -122.18509, 26, 0, 0, 50f, 3.17f
47.57953, -122.18331, 29, 0, 0, 50f, 3.17f
47.57968, -122.18162, 29, 0, 0, 50f, 3.17f
47.57971, -122.18134, 7, 0, 0, 50f, 3.17f
47.57975, -122.18089, 14, 0, 0, 50f, 3.17f
47.57981, -122.18037, 4, 0, 0, 50f, 3.17f
47.57983, -122.18014, 16, 0, 0, 50f, 3.17f
47.57983, -122.17996, 14, 0, 0, 50f, 3.17f
47.57986, -122.17986, 27, 0, 0, 50f, 3.17f
47.57988, -122.17953, 10, 0, 0, 50f, 3.17f
47.57992, -122.17902, 18, 0, 0, 50f, 3.17f
47.57994, -122.17872, 6, 0, 0, 50f, 3.17f
47.58001, -122.17818, 6, 0, 0, 50f, 3.17f
47.58001, -122.17805, 27, 0, 0, 50f, 3.17f
47.58005, -122.17765, 7, 0, 0, 50f, 3.17f
47.58007, -122.1772, 13, 0, 0, 50f, 3.17f
47.58018, -122.17602, 26, 0, 0, 50f, 3.17f
47.58018, -122.17578, 26, 0, 0, 50f, 3.17f
47.5802, -122.17542, 8, 0, 0, 50f, 3.17f
47.58022, -122.17516, 16, 0, 0, 50f, 3.17f
47.58022, -122.17503, 27, 0, 0, 50f, 3.17f
47.58022, -122.17494, 24, 0, 0, 50f, 3.17f
47.58022, -122.17464, 7, 0, 0, 50f, 3.17f
47.58022, -122.17456, 8, 0, 0, 50f, 3.17f
47.58024, -122.17441, 9, 0, 0, 50f, 3.17f
47.58024, -122.17434, 28, 0, 0, 50f, 3.17f
47.58024, -122.1743, 22, 0, 0, 50f, 3.17f
47.58022, -122.17419, 14, 0, 0, 50f, 3.17f
47.58024, -122.17378, 12, 0, 0, 50f, 3.17f
47.58022, -122.17329, 12, 0, 0, 50f, 3.17f
47.58022, -122.17278, 11, 0, 0, 50f, 3.17f
47.5802, -122.17232, 27, 0, 0, 50f, 3.17f
47.58011, -122.17035, 24, 0, 0, 50f, 3.17f
47.58009, -122.16947, 18, 0, 0, 50f, 3.17f
47.58007, -122.16908, 22, 0, 0, 50f, 3.17f
47.58005, -122.16885, 8, 0, 0, 50f, 3.17f
47.58005, -122.16874, 17, 0, 0, 50f, 3.17f
47.58005, -122.16863, 5, 0, 0, 50f, 3.17f
47.58003, -122.16808, 16, 0, 0, 50f, 3.17f
47.57998, -122.1673, 9, 0, 0, 50f, 3.17f
47.57998, -122.167, 23, 0, 0, 50f, 3.17f
47.57992, -122.16537, 4, 0, 0, 50f, 3.17f
47.57988, -122.16451, 24, 0, 0, 50f, 3.17f
47.57986, -122.16374, 12, 0, 0, 50f, 3.17f
47.57979, -122.16232, 24, 0, 0, 50f, 3.17f
47.57977, -122.16175, 21, 0, 0, 50f, 3.17f
47.57975, -122.16136, 11, 0, 0, 50f, 3.17f
47.57966, -122.15956, 17, 0, 0, 50f, 3.17f
47.57953, -122.15707, 17, 0, 0, 50f, 3.17f
47.57947, -122.15565, 16, 0, 0, 50f, 3.17f
47.57945, -122.15518, 24, 0, 0, 50f, 3.17f
47.57943, -122.15471, 8, 0, 0, 50f, 3.17f
47.5794, -122.15454, 25, 0, 0, 50f, 3.17f
47.57936, -122.15372, 15, 0, 0, 50f, 3.17f
47.57934, -122.15325, 7, 0, 0, 50f, 3.17f
47.57932, -122.15278, 15, 0, 0, 50f, 3.17f
47.57932, -122.1523, 24, 0, 0, 50f, 3.17f
47.57926, -122.1511, 28, 0, 0, 50f, 3.17f
47.57926, -122.15087, 7, 0, 0, 50f, 3.17f
47.57923, -122.15059, 23, 0, 0, 50f, 3.17f
47.57921, -122.15007, 14, 0, 0, 50f, 3.17f
47.5791, -122.1481, 11, 0, 0, 50f, 3.17f
47.57908, -122.14728, 27, 0, 0, 50f, 3.17f
47.57904, -122.14647, 13, 0, 0, 50f, 3.17f
47.57891, -122.14355, 19, 0, 0, 50f, 3.17f
47.57889, -122.14316, 23, 0, 0, 50f, 3.17f
47.57885, -122.14241, 28, 0, 0, 50f, 3.17f
47.57878, -122.14117, 11, 0, 0, 50f, 3.17f
47.57876, -122.14087, 8, 0, 0, 50f, 3.17f
47.57874, -122.14037, 5, 0, 0, 50f, 3.17f
47.57874, -122.14027, 18, 0, 0, 50f, 3.17f
47.57874, -122.14012, 19, 0, 0, 50f, 3.17f
47.57872, -122.14001, 18, 0, 0, 50f, 3.17f
47.5787, -122.13919, 21, 0, 0, 50f, 3.17f
47.57861, -122.13788, 22, 0, 0, 50f, 3.17f
47.57855, -122.13651, 6, 0, 0, 50f, 3.17f
47.57855, -122.13623, 15, 0, 0, 50f, 3.17f
47.5785, -122.13578, 27, 0, 0, 50f, 3.17f
47.57846, -122.13527, 8, 0, 0, 50f, 3.17f
47.57842, -122.13482, 20, 0, 0, 50f, 3.17f
47.57835, -122.13437, 28, 0, 0, 50f, 3.17f
47.57827, -122.13389, 6, 0, 0, 50f, 3.17f
47.57818, -122.13342, 13, 0, 0, 50f, 3.17f
47.5781, -122.13297, 16, 0, 0, 50f, 3.17f
47.57799, -122.13256, 29, 0, 0, 50f, 3.17f
47.57797, -122.13246, 14, 0, 0, 50f, 3.17f
47.57792, -122.13228, 14, 0, 0, 50f, 3.17f
47.5778, -122.13183, 10, 0, 0, 50f, 3.17f
47.57767, -122.1314, 20, 0, 0, 50f, 3.17f
47.57758, -122.13117, 24, 0, 0, 50f, 3.17f
47.57758, -122.1311, 28, 0, 0, 50f, 3.17f
47.57756, -122.13106, 8, 0, 0, 50f, 3.17f
47.57692, -122.12926, 27, 0, 0, 50f, 3.17f
47.57677, -122.12881, 21, 0, 0, 50f, 3.17f
47.57612, -122.12705, 28, 0, 0, 50f, 3.17f
47.57584, -122.12623, 16, 0, 0, 50f, 3.17f
47.57524, -122.12456, 26, 0, 0, 50f, 3.17f
47.57514, -122.12422, 16, 0, 0, 50f, 3.17f
47.57481, -122.12336, 27, 0, 0, 50f, 3.17f
47.57462, -122.12282, 13, 0, 0, 50f, 3.17f
47.5746, -122.12276, 23, 0, 0, 50f, 3.17f
47.57453, -122.12256, 4, 0, 0, 50f, 3.17f
47.5743, -122.12194, 26, 0, 0, 50f, 3.17f
47.57338, -122.11937, 26, 0, 0, 50f, 3.17f
47.57183, -122.11497, 24, 0, 0, 50f, 3.17f
47.5717, -122.11458, 12, 0, 0, 50f, 3.17f
47.57144, -122.1139, 21, 0, 0, 50f, 3.17f
47.57074, -122.11194, 18, 0, 0, 50f, 3.17f
47.57056, -122.11141, 13, 0, 0, 50f, 3.17f
47.5699, -122.1096, 11, 0, 0, 50f, 3.17f
47.56932, -122.108, 29, 0, 0, 50f, 3.17f
47.56878, -122.10651, 23, 0, 0, 50f, 3.17f
47.56868, -122.10619, 20, 0, 0, 50f, 3.17f
47.56863, -122.10608, 18, 0, 0, 50f, 3.17f
47.56842, -122.10561, 14, 0, 0, 50f, 3.17f
47.56836, -122.10548, 14, 0, 0, 50f, 3.17f
47.56816, -122.1051, 8, 0, 0, 50f, 3.17f
47.56795, -122.10465, 11, 0, 0, 50f, 3.17f
47.56745, -122.10377, 4, 0, 0, 50f, 3.17f
47.56642, -122.1019, 8, 0, 0, 50f, 3.17f
47.56627, -122.10162, 23, 0, 0, 50f, 3.17f
47.56612, -122.10136, 11, 0, 0, 50f, 3.17f
47.56526, -122.09982, 6, 0, 0, 50f, 3.17f
47.56499, -122.09933, 16, 0, 0, 50f, 3.17f
47.56488, -122.09911, 13, 0, 0, 50f, 3.17f
47.56479, -122.09896, 8, 0, 0, 50f, 3.17f
47.56471, -122.09881, 29, 0, 0, 50f, 3.17f
47.56462, -122.09866, 5, 0, 0, 50f, 3.17f
47.56449, -122.0984, 29, 0, 0, 50f, 3.17f
47.56424, -122.09793, 14, 0, 0, 50f, 3.17f
47.56368, -122.09694, 26, 0, 0, 50f, 3.17f
47.56346, -122.09656, 22, 0, 0, 50f, 3.17f
47.56293, -122.09559, 8, 0, 0, 50f, 3.17f
47.56252, -122.09482, 28, 0, 0, 50f, 3.17f
47.5623, -122.09446, 19, 0, 0, 50f, 3.17f
47.5617, -122.09336, 16, 0, 0, 50f, 3.17f
47.56082, -122.09175, 28, 0, 0, 50f, 3.17f
47.56069, -122.09154, 12, 0, 0, 50f, 3.17f
47.56054, -122.09128, 29, 0, 0, 50f, 3.17f
47.56052, -122.09122, 27, 0, 0, 50f, 3.17f
47.55986, -122.09001, 19, 0, 0, 50f, 3.17f
47.55938, -122.08918, 9, 0, 0, 50f, 3.17f
47.55919, -122.08881, 19, 0, 0, 50f, 3.17f
47.55911, -122.08866, 27, 0, 0, 50f, 3.17f
47.55885, -122.08817, 25, 0, 0, 50f, 3.17f
47.55859, -122.08765, 12, 0, 0, 50f, 3.17f
47.55855, -122.08759, 25, 0, 0, 50f, 3.17f
47.55833, -122.08712, 8, 0, 0, 50f, 3.17f
47.5581, -122.08656, 7, 0, 0, 50f, 3.17f
47.5579, -122.08602, 7, 0, 0, 50f, 3.17f
47.5578, -122.08576, 13, 0, 0, 50f, 3.17f
47.55737, -122.08469, 7, 0, 0, 50f, 3.17f
47.55735, -122.08461, 22, 0, 0, 50f, 3.17f
47.55692, -122.08349, 19, 0, 0, 50f, 3.17f
47.55533, -122.07941, 21, 0, 0, 50f, 3.17f
47.5552, -122.07903, 17, 0, 0, 50f, 3.17f
47.55464, -122.07761, 14, 0, 0, 50f, 3.17f
47.55417, -122.07641, 13, 0, 0, 50f, 3.17f
47.55361, -122.07497, 5, 0, 0, 50f, 3.17f
47.55342, -122.07448, 27, 0, 0, 50f, 3.17f
47.5529, -122.07308, 26, 0, 0, 50f, 3.17f
47.55286, -122.073, 25, 0, 0, 50f, 3.17f
47.5523, -122.07147, 24, 0, 0, 50f, 3.17f
47.55213, -122.071, 20, 0, 0, 50f, 3.17f
47.552, -122.0707, 19, 0, 0, 50f, 3.17f
47.55192, -122.07046, 16, 0, 0, 50f, 3.17f
47.55177, -122.07006, 12, 0, 0, 50f, 3.17f
47.55164, -122.06971, 7, 0, 0, 50f, 3.17f
47.5514, -122.06903, 17, 0, 0, 50f, 3.17f
47.55123, -122.06853, 14, 0, 0, 50f, 3.17f
47.55108, -122.0681, 9, 0, 0, 50f, 3.17f
47.55104, -122.06802, 22, 0, 0, 50f, 3.17f
47.55082, -122.06744, 19, 0, 0, 50f, 3.17f
47.55072, -122.06718, 20, 0, 0, 50f, 3.17f
47.55046, -122.06654, 12, 0, 0, 50f, 3.17f
47.55007, -122.06553, 14, 0, 0, 50f, 3.17f
47.54966, -122.06452, 22, 0, 0, 50f, 3.17f
47.5493, -122.06356, 15, 0, 0, 50f, 3.17f
47.54894, -122.06263, 26, 0, 0, 50f, 3.17f
47.54853, -122.06156, 27, 0, 0, 50f, 3.17f
47.54844, -122.06135, 12, 0, 0, 50f, 3.17f
47.5484, -122.06122, 4, 0, 0, 50f, 3.17f
47.54786, -122.0598, 15, 0, 0, 50f, 3.17f
47.54758, -122.05907, 17, 0, 0, 50f, 3.17f
47.54735, -122.05849, 22, 0, 0, 50f, 3.17f
47.54655, -122.05648, 10, 0, 0, 50f, 3.17f
47.54632, -122.05583, 13, 0, 0, 50f, 3.17f
47.54623, -122.05557, 28, 0, 0, 50f, 3.17f
47.54608, -122.05517, 13, 0, 0, 50f, 3.17f
47.54597, -122.05478, 9, 0, 0, 50f, 3.17f
47.54589, -122.05454, 10, 0, 0, 50f, 3.17f
47.54582, -122.05431, 18, 0, 0, 50f, 3.17f
47.54576, -122.05405, 10, 0, 0, 50f, 3.17f
47.5457, -122.05379, 19, 0, 0, 50f, 3.17f
47.54561, -122.05338, 9, 0, 0, 50f, 3.17f
47.5455, -122.05291, 22, 0, 0, 50f, 3.17f
47.54544, -122.0524, 25, 0, 0, 50f, 3.17f
47.54537, -122.0519, 26, 0, 0, 50f, 3.17f
47.54533, -122.05145, 20, 0, 0, 50f, 3.17f
47.54529, -122.05102, 21, 0, 0, 50f, 3.17f
47.54512, -122.0492, 5, 0, 0, 50f, 3.17f
47.54501, -122.04778, 20, 0, 0, 50f, 3.17f
47.54497, -122.04733, 11, 0, 0, 50f, 3.17f
47.5449, -122.04695, 19, 0, 0, 50f, 3.17f
47.54484, -122.04658, 19, 0, 0, 50f, 3.17f
47.54477, -122.0462, 24, 0, 0, 50f, 3.17f
47.54469, -122.04585, 29, 0, 0, 50f, 3.17f
47.54462, -122.04553, 22, 0, 0, 50f, 3.17f
47.54454, -122.04523, 6, 0, 0, 50f, 3.17f
47.54443, -122.04484, 14, 0, 0, 50f, 3.17f
47.54439, -122.04469, 23, 0, 0, 50f, 3.17f
47.54432, -122.04452, 29, 0, 0, 50f, 3.17f
47.54424, -122.04422, 11, 0, 0, 50f, 3.17f
47.54415, -122.04399, 19, 0, 0, 50f, 3.17f
47.54406, -122.04382, 27, 0, 0, 50f, 3.17f
47.544, -122.04364, 22, 0, 0, 50f, 3.17f
47.54391, -122.04345, 26, 0, 0, 50f, 3.17f
47.54376, -122.04311, 21, 0, 0, 50f, 3.17f
47.54336, -122.0422, 22, 0, 0, 50f, 3.17f
47.54299, -122.0415, 16, 0, 0, 50f, 3.17f
47.54273, -122.04094, 19, 0, 0, 50f, 3.17f
47.5425, -122.0406, 26, 0, 0, 50f, 3.17f
47.54248, -122.04055, 7, 0, 0, 50f, 3.17f
47.54243, -122.04049, 18, 0, 0, 50f, 3.17f
47.54233, -122.0403, 28, 0, 0, 50f, 3.17f
47.54228, -122.04021, 15, 0, 0, 50f, 3.17f
47.54213, -122.03993, 7, 0, 0, 50f, 3.17f
47.54205, -122.03978, 11, 0, 0, 50f, 3.17f
47.54183, -122.03942, 28, 0, 0, 50f, 3.17f
47.54166, -122.03909, 19, 0, 0, 50f, 3.17f
47.54149, -122.03882, 9, 0, 0, 50f, 3.17f
47.54149, -122.03875, 4, 0, 0, 50f, 3.17f
47.54142, -122.03866, 23, 0, 0, 50f, 3.17f
47.54138, -122.0386, 19, 0, 0, 50f, 3.17f
47.54123, -122.03843, 22, 0, 0, 50f, 3.17f
47.54112, -122.0383, 22, 0, 0, 50f, 3.17f
47.54106, -122.03826, 28, 0, 0, 50f, 3.17f
47.54104, -122.03821, 6, 0, 0, 50f, 3.17f
47.541, -122.03819, 15, 0, 0, 50f, 3.17f
47.54095, -122.03813, 24, 0, 0, 50f, 3.17f
47.54085, -122.03804, 10, 0, 0, 50f, 3.17f
47.54072, -122.03794, 22, 0, 0, 50f, 3.17f
47.54065, -122.03787, 12, 0, 0, 50f, 3.17f
47.54059, -122.03781, 14, 0, 0, 50f, 3.17f
47.54054, -122.03778, 10, 0, 0, 50f, 3.17f
47.54052, -122.03776, 22, 0, 0, 50f, 3.17f
47.54048, -122.03772, 16, 0, 0, 50f, 3.17f
47.54044, -122.03768, 14, 0, 0, 50f, 3.17f
47.5404, -122.03764, 21, 0, 0, 50f, 3.17f
47.54035, -122.03761, 27, 0, 0, 50f, 3.17f
47.54033, -122.03757, 20, 0, 0, 50f, 3.17f
47.54029, -122.03753, 22, 0, 0, 50f, 3.17f
47.54024, -122.03748, 16, 0, 0, 50f, 3.17f
47.54022, -122.03744, 23, 0, 0, 50f, 3.17f
47.54018, -122.03738, 26, 0, 0, 50f, 3.17f
47.54014, -122.03733, 6, 0, 0, 50f, 3.17f
47.5401, -122.03725, 19, 0, 0, 50f, 3.17f
47.54007, -122.03718, 14, 0, 0, 50f, 3.17f
47.54003, -122.03712, 23, 0, 0, 50f, 3.17f
47.53999, -122.03701, 15, 0, 0, 50f, 3.17f
47.53997, -122.03697, 18, 0, 0, 50f, 3.17f
47.53992, -122.03688, 13, 0, 0, 50f, 3.17f
47.5399, -122.03682, 28, 0, 0, 50f, 3.17f
47.53986, -122.03669, 23, 0, 0, 50f, 3.17f
47.53979, -122.03656, 26, 0, 0, 50f, 3.17f
47.53975, -122.03648, 17, 0, 0, 50f, 3.17f
47.53967, -122.0363, 25, 0, 0, 50f, 3.17f
47.53962, -122.0362, 18, 0, 0, 50f, 3.17f
47.5396, -122.03615, 22, 0, 0, 50f, 3.17f
47.54018, -122.03603, 14, 0, 0, 50f, 3.17f
47.54035, -122.03598, 23, 0, 0, 50f, 3.17f
47.54048, -122.03594, 28, 0, 0, 50f, 3.17f
47.54072, -122.0359, 14, 0, 0, 50f, 3.17f
47.54104, -122.03581, 7, 0, 0, 50f, 3.17f
47.54151, -122.03572, 16, 0, 0, 50f, 3.17f
47.54166, -122.03568, 26, 0, 0, 50f, 3.17f
47.54173, -122.03568, 9, 0, 0, 50f, 3.17f
47.54179, -122.03566, 22, 0, 0, 50f, 3.17f
47.54188, -122.03566, 4, 0, 0, 50f, 3.17f
47.54194, -122.03566, 23, 0, 0, 50f, 3.17f
47.54205, -122.03566, 15, 0, 0, 50f, 3.17f
47.54216, -122.03566, 23, 0, 0, 50f, 3.17f
47.54224, -122.03566, 29, 0, 0, 50f, 3.17f
47.54233, -122.03566, 27, 0, 0, 50f, 3.17f
47.54239, -122.03566, 4, 0, 0, 50f, 3.17f
47.54252, -122.03568, 7, 0, 0, 50f, 3.17f
47.5426, -122.0357, 8, 0, 0, 50f, 3.17f
47.54271, -122.03572, 17, 0, 0, 50f, 3.17f
47.54286, -122.03577, 10, 0, 0, 50f, 3.17f
47.54301, -122.03581, 25, 0, 0, 50f, 3.17f
47.54312, -122.03585, 21, 0, 0, 50f, 3.17f
47.54325, -122.03594, 22, 0, 0, 50f, 3.17f
47.54336, -122.036, 26, 0, 0, 50f, 3.17f
47.54344, -122.03607, 11, 0, 0, 50f, 3.17f
47.54355, -122.03615, 27, 0, 0, 50f, 3.17f
47.54366, -122.03626, 19, 0, 0, 50f, 3.17f
47.54376, -122.03637, 8, 0, 0, 50f, 3.17f
47.54385, -122.03648, 23, 0, 0, 50f, 3.17f
47.54411, -122.03676, 22, 0, 0, 50f, 3.17f
47.54422, -122.0368, 9, 0, 0, 50f, 3.17f
47.54428, -122.03682, 9, 0, 0, 50f, 3.17f
47.54432, -122.03682, 22, 0, 0, 50f, 3.17f
47.54436, -122.03682, 20, 0, 0, 50f, 3.17f
47.54441, -122.03678, 29, 0, 0, 50f, 3.17f
47.54445, -122.03673, 18, 0, 0, 50f, 3.17f
47.54452, -122.03663, 20, 0, 0, 50f, 3.17f
47.54456, -122.03656, 13, 0, 0, 50f, 3.17f
47.54469, -122.03648, 7, 0, 0, 50f, 3.17f
47.54473, -122.03637, 23, 0, 0, 50f, 3.17f
47.54477, -122.03628, 18, 0, 0, 50f, 3.17f
47.5449, -122.03609, 13, 0, 0, 50f, 3.17f
47.54494, -122.03598, 6, 0, 0, 50f, 3.17f
47.54509, -122.03572, 20, 0, 0, 50f, 3.17f
47.5452, -122.03551, 12, 0, 0, 50f, 3.17f
47.54529, -122.03534, 9, 0, 0, 50f, 3.17f
47.54544, -122.0351, 8, 0, 0, 50f, 3.17f
47.54559, -122.03482, 27, 0, 0, 50f, 3.17f
47.54572, -122.03461, 12, 0, 0, 50f, 3.17f
47.54585, -122.03433, 25, 0, 0, 50f, 3.17f
47.546, -122.03407, 23, 0, 0, 50f, 3.17f
47.5461, -122.03382, 9, 0, 0, 50f, 3.17f
47.54621, -122.03358, 21, 0, 0, 50f, 3.17f
47.5463, -122.03336, 15, 0, 0, 50f, 3.17f
47.54638, -122.03315, 7, 0, 0, 50f, 3.17f
47.54647, -122.03296, 4, 0, 0, 50f, 3.17f
47.54653, -122.03276, 25, 0, 0, 50f, 3.17f
47.54666, -122.03236, 4, 0, 0, 50f, 3.17f
47.5467, -122.03225, 13, 0, 0, 50f, 3.17f
47.54679, -122.03191, 20, 0, 0, 50f, 3.17f
47.54705, -122.03088, 17, 0, 0, 50f, 3.17f
47.54709, -122.03072, 12, 0, 0, 50f, 3.17f
47.54718, -122.03038, 24, 0, 0, 50f, 3.17f
47.54733, -122.02989, 15, 0, 0, 50f, 3.17f
47.54788, -122.02804, 13, 0, 0, 50f, 3.17f
47.54797, -122.02772, 24, 0, 0, 50f, 3.17f
47.54801, -122.02757, 24, 0, 0, 50f, 3.17f
47.54806, -122.02744, 29, 0, 0, 50f, 3.17f
47.5481, -122.02734, 18, 0, 0, 50f, 3.17f
47.54816, -122.02723, 29, 0, 0, 50f, 3.17f
47.54821, -122.0271, 27, 0, 0, 50f, 3.17f
47.54827, -122.02697, 5, 0, 0, 50f, 3.17f
47.54834, -122.02684, 24, 0, 0, 50f, 3.17f
47.54868, -122.02618, 12, 0, 0, 50f, 3.17f
47.54872, -122.02609, 19, 0, 0, 50f, 3.17f
47.54876, -122.02605, 17, 0, 0, 50f, 3.17f
47.54878, -122.02598, 18, 0, 0, 50f, 3.17f
47.54883, -122.02594, 9, 0, 0, 50f, 3.17f
47.54887, -122.02588, 28, 0, 0, 50f, 3.17f
47.54894, -122.02583, 15, 0, 0, 50f, 3.17f
47.54898, -122.02577, 15, 0, 0, 50f, 3.17f
47.54902, -122.02575, 13, 0, 0, 50f, 3.17f
47.54906, -122.0257, 9, 0, 0, 50f, 3.17f
47.54913, -122.02564, 25, 0, 0, 50f, 3.17f
47.54919, -122.0256, 20, 0, 0, 50f, 3.17f
47.54926, -122.02555, 19, 0, 0, 50f, 3.17f
47.5493, -122.02551, 4, 0, 0, 50f, 3.17f
47.54936, -122.02547, 5, 0, 0, 50f, 3.17f
47.54943, -122.02542, 11, 0, 0, 50f, 3.17f
47.54947, -122.0254, 13, 0, 0, 50f, 3.17f
47.54954, -122.02538, 9, 0, 0, 50f, 3.17f
47.54979, -122.02528, 19, 0, 0, 50f, 3.17f
47.55005, -122.02519, 8, 0, 0, 50f, 3.17f
47.55035, -122.02506, 12, 0, 0, 50f, 3.17f
47.55063, -122.02495, 9, 0, 0, 50f, 3.17f
47.55095, -122.02482, 18, 0, 0, 50f, 3.17f
47.55138, -122.02467, 7, 0, 0, 50f, 3.17f
47.55153, -122.02459, 10, 0, 0, 50f, 3.17f
47.55175, -122.02452, 9, 0, 0, 50f, 3.17f
47.552, -122.02442, 11, 0, 0, 50f, 3.17f
47.55209, -122.02437, 6, 0, 0, 50f, 3.17f
47.55218, -122.02433, 26, 0, 0, 50f, 3.17f
47.55237, -122.02422, 6, 0, 0, 50f, 3.17f
47.55243, -122.02418, 15, 0, 0, 50f, 3.17f
47.55252, -122.02414, 20, 0, 0, 50f, 3.17f
47.5526, -122.02407, 13, 0, 0, 50f, 3.17f
47.55271, -122.02399, 7, 0, 0, 50f, 3.17f
47.5528, -122.02392, 11, 0, 0, 50f, 3.17f
47.55288, -122.02386, 17, 0, 0, 50f, 3.17f
47.55297, -122.0238, 7, 0, 0, 50f, 3.17f
47.55306, -122.02371, 6, 0, 0, 50f, 3.17f
47.55314, -122.02362, 19, 0, 0, 50f, 3.17f
47.55323, -122.02354, 6, 0, 0, 50f, 3.17f
47.55329, -122.02345, 27, 0, 0, 50f, 3.17f
47.55353, -122.02319, 6, 0, 0, 50f, 3.17f
47.55372, -122.02294, 9, 0, 0, 50f, 3.17f
47.55378, -122.02283, 28, 0, 0, 50f, 3.17f
47.55396, -122.02257, 17, 0, 0, 50f, 3.17f
47.55421, -122.02216, 12, 0, 0, 50f, 3.17f
47.55424, -122.02212, 11, 0, 0, 50f, 3.17f
47.55436, -122.02188, 5, 0, 0, 50f, 3.17f
47.55445, -122.02176, 9, 0, 0, 50f, 3.17f
47.55471, -122.02133, 17, 0, 0, 50f, 3.17f
47.55494, -122.02092, 7, 0, 0, 50f, 3.17f
47.55516, -122.02056, 5, 0, 0, 50f, 3.17f
47.55539, -122.02017, 8, 0, 0, 50f, 3.17f
47.55557, -122.01987, 22, 0, 0, 50f, 3.17f
47.55587, -122.0194, 19, 0, 0, 50f, 3.17f
47.55608, -122.01903, 29, 0, 0, 50f, 3.17f
47.5563, -122.01867, 21, 0, 0, 50f, 3.17f
47.55675, -122.01792, 5, 0, 0, 50f, 3.17f
47.55685, -122.01774, 8, 0, 0, 50f, 3.17f
47.55696, -122.01755, 16, 0, 0, 50f, 3.17f
47.55715, -122.01721, 18, 0, 0, 50f, 3.17f
47.55776, -122.01607, 20, 0, 0, 50f, 3.17f
47.55778, -122.01594, 15, 0, 0, 50f, 3.17f
47.55782, -122.01586, 12, 0, 0, 50f, 3.17f
47.55795, -122.0156, 15, 0, 0, 50f, 3.17f
47.55825, -122.0151, 25, 0, 0, 50f, 3.17f
47.55829, -122.01508, 15, 0, 0, 50f, 3.17f
47.5584, -122.01489, 12, 0, 0, 50f, 3.17f
47.55842, -122.01482, 23, 0, 0, 50f, 3.17f
47.55863, -122.01442, 5, 0, 0, 50f, 3.17f
47.55906, -122.01356, 6, 0, 0, 50f, 3.17f
47.55958, -122.01257, 11, 0, 0, 50f, 3.17f
47.55964, -122.01244, 17, 0, 0, 50f, 3.17f
47.55981, -122.0121, 22, 0, 0, 50f, 3.17f
47.56005, -122.01163, 29, 0, 0, 50f, 3.17f
47.56037, -122.01098, 28, 0, 0, 50f, 3.17f
47.56048, -122.01079, 13, 0, 0, 50f, 3.17f
47.56067, -122.01036, 6, 0, 0, 50f, 3.17f
47.5608, -122.01013, 8, 0, 0, 50f, 3.17f
47.56097, -122.00976, 5, 0, 0, 50f, 3.17f
47.56112, -122.00948, 28, 0, 0, 50f, 3.17f
47.56149, -122.00869, 10, 0, 0, 50f, 3.17f
47.56164, -122.00834, 19, 0, 0, 50f, 3.17f
47.562, -122.00759, 15, 0, 0, 50f, 3.17f
47.56232, -122.00689, 18, 0, 0, 50f, 3.17f
47.56278, -122.00592, 4, 0, 0, 50f, 3.17f
47.56316, -122.00508, 23, 0, 0, 50f, 3.17f
47.5634, -122.00459, 12, 0, 0, 50f, 3.17f
47.5637, -122.00397, 28, 0, 0, 50f, 3.17f
47.56391, -122.00341, 8, 0, 0, 50f, 3.17f
47.56408, -122.00302, 14, 0, 0, 50f, 3.17f
47.56426, -122.00253, 28, 0, 0, 50f, 3.17f
47.56426, -122.00244, 18, 0, 0, 50f, 3.17f
47.56428, -122.00238, 29, 0, 0, 50f, 3.17f
47.56436, -122.00216, 13, 0, 0, 50f, 3.17f
47.56449, -122.00186, 14, 0, 0, 50f, 3.17f
47.56456, -122.00167, 27, 0, 0, 50f, 3.17f
47.56475, -122.0012, 5, 0, 0, 50f, 3.17f
47.56499, -122.00068, 12, 0, 0, 50f, 3.17f
47.56503, -122.0006, 22, 0, 0, 50f, 3.17f
47.56509, -122.00054, 17, 0, 0, 50f, 3.17f
47.56514, -122.00047, 11, 0, 0, 50f, 3.17f
47.56518, -122.00034, 29, 0, 0, 50f, 3.17f
47.56535, -122.0, 20, 0, 0, 50f, 3.17f
47.56552, -121.99966, 10, 0, 0, 50f, 3.17f
47.56591, -121.99882, 19, 0, 0, 50f, 3.17f
47.56614, -121.99839, 9, 0, 0, 50f, 3.17f
47.56619, -121.99828, 10, 0, 0, 50f, 3.17f
47.56623, -121.9982, 10, 0, 0, 50f, 3.17f
47.56627, -121.99811, 23, 0, 0, 50f, 3.17f
47.56634, -121.99804, 20, 0, 0, 50f, 3.17f
47.56666, -121.99755, 11, 0, 0, 50f, 3.17f
47.5673, -121.99667, 5, 0, 0, 50f, 3.17f
47.56743, -121.99646, 12, 0, 0, 50f, 3.17f
47.56752, -121.99631, 18, 0, 0, 50f, 3.17f
47.5676, -121.99614, 5, 0, 0, 50f, 3.17f
47.56767, -121.99599, 25, 0, 0, 50f, 3.17f
47.56773, -121.99575, 4, 0, 0, 50f, 3.17f
47.56784, -121.99541, 8, 0, 0, 50f, 3.17f
